"title","seller_name","brand","description","initial_price","final_price","currency","availability","reviews_count","categories","asin","buybox_seller","number_of_sellers","root_bs_rank","answered_questions","domain","images_count","url","video_count","image_url","item_weight","rating","product_dimensions","seller_id","date_first_available","discount","model_number","manufacturer","department","plus_content","upc","video","top_review","variations","delivery","features","format","buybox_prices","parent_asin","input_asin","ingredients","origin_url","bought_past_month","is_available","root_bs_category","bs_category","bs_rank","badge","subcategory_rank","amazon_choice","images","product_details","prices_breakdown","country_of_origin","from_the_brand","product_description","seller_url","sustainability_features","climate_pledge_friendly","videos","other_sellers_prices","downloadable_videos","editorial_reviews","about_the_author","zipcode","sponsered","store_url","ships_from","customers_say","max_quantity_available","variations_values","return_policy","inactive_buy_box","premium_brand","amazon_prime"
"Prismacolor 3363 Premier Soft Core Colored Pencil, Black (Pack of 12)",,"Prismacolor","Prismacolor colored pencil - Black each Prismacolor colored pencil features a thick, soft core made from brilliant, light-resistant pigments, to ensure smooth, rich laydown and color saturation. The colors are easily blended, slow to wear, lightfast, break-resistant, and waterproof. Each pencil contains a 3.8 mm lead core that is enclosed in a round cedar casing that is lacquered to match the core.",27.27,22.32,"USD","In Stock.",8093,"[""Arts, Crafts & Sewing"",""Painting, Drawing & Art Supplies"",""Drawing"",""Drawing Media"",""Pencils""]","B003K622D4",,9,1611,119,"www.amazon.com",4,"https://www.amazon.com/dp/B003K622D4?language=en_US&currency=USD",1,"https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/71rLTSv3i2L.__AC_SY300_SX300_QL70_FMwebp_.jpg","‎0.01 ounces",4.8,"‎7 x 0.3 x 0.3 inches","ATVPDKIKX0DER","December 8, 2004","$4.95","‎3363","‎Newell Brands Inc",,true,,true,"I bought these for my daughters art class.They are perfect for beginners! Honestly there is nothing wrong with the pencils, so there is no cons for me honestly.Great color pencils. My artist teenage Granddaughter loves them. Good colors. Would buy again!I love these pencils. I got it for my art class and they color really smoothly and I can’t wait to use them.Love how well these pencils can be blended on a pagePrismacolor has the best products, hands downSo many times, skin is demonstrated using Prismacolor Premiers. But I didn't have them, so I got the skin tone (Portrait) set. It is wonderful. However, it does not include the color Nectar, which is used in almost every skin demonstration out there. So I will buy that color open stock and be ready for the next color-along. I usually use a different brand when I color skin tones, but am glad to have this set. Now to get the color Nectar.Loveeeee them!These are the best color pencil smooth and easy to handle!!!colors blend well!!!Nice little set of prisma coloursGood qualityLovely coloursI really like themLovely professional pencilsVery good. Arrived in perfect condition. Crayons are wax and are lovely and smooth to use.Colours beautiful shadesAwesome as always needed a replacement",,"[""FREE delivery Sunday, September 25 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Tuesday, September 20. Order within 9 hrs 11 mins""]","[""Features a thick, soft core"",""Made from brilliant, light-resistant pigments, to ensure smooth, rich laydown and color saturation"",""The colors are easily blended, slow to wear, lightfast, break-resistant, and waterproof"",""Each pencil contains a 3.8 mm lead core that is enclosed in a round cedar casing that is lacquered to match the core"",""1 black colored pencil per package""]",[],"{""buy_new"":null,""buy_used"":null,""discount"":null,""final_price"":null,""initial_price"":null,""monthly_cost"":null,""sns_price"":{""base_price"":22.321,""tiered_price"":21.201}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Red Bull Sugar Free Energy Drink with 80mg Caffeine plus Taurine & B Vitamins, 8.4 Fl Oz, Pack of 4 Cans","Ama***.co***","Red Bull","The sugar free version of the original energy drink that gives you wiiings, this lightly carbonated beverage is enjoyed worldwide by fitness enthusiasts, athletes, gamers, students and travelers. A refreshing can of Red Bull makes an excellent partner for busy, active lifestyles. Each 8.4 fl oz can contains 80mg of caffeine per serving (about the same amount as a home-brewed cup of coffee) and no sugar. It also includes Taurine, an amino acid naturally occurring in the human body, and B-group vitamins B6, B12, Niacin (B3) and Pantothenic Acid (B5). Available in 4-packs, 12-packs, 24-packs and Variety Packs. Comes in aluminum cans that can be recycled over and over. Always check can labels for the most updated product nutritional and ingredient information. Calcium and sugars values declared on labels may vary slightly depending on production locations. Always check can labels for most updated product nutritional and ingredient information. Calcium and sugars values declared on labels may vary slightly depending on production locations.",7.49,7.49,"USD","In Stock",4866,"[""Grocery & Gourmet Food"",""Beverages"",""Bottled Beverages, Water & Drink Mixes"",""Energy Drinks""]","B00JQQBUZS","Amazon.com",1,3369,0,"https://www.amazon.com/",8,"https://www.amazon.com/Red-Bull-Energy-Drink-Sugar/dp/B00JQQBUZS?th=1&psc=1&language=en_US&currency=USD",7,"https://m.media-amazon.com/images/I/81XDPvptu3L._SL1500_.jpg",,4.8,"2 x 5.31 x 2 inches; 2.38 Pounds","ATVPDKIKX0DER",,,"RB2860","RED BULL","Grocery & Gourmet Food",true,"611269109009",true,"My favorite Red Bull. Tastes delicious, good boost of energy, no sugar or calories. Makes a great mixer. Fast shipping. Yummy!","[{""asin"":""B00JQQBUZS"",""color"":null,""currency"":""USD"",""image"":null,""name"":""8.4 Fl Oz, 4pk"",""price"":7.49,""size"":""8.4 Fl Oz, 4pk"",""unit_price"":""$0.22""},{""asin"":""B00JSCEBTW"",""color"":null,""currency"":""USD"",""image"":null,""name"":""12 Fl Oz, 4pk"",""price"":10.78,""size"":""12 Fl Oz, 4pk"",""unit_price"":""$0.22""},{""asin"":""B07S2H6J7T"",""color"":null,""currency"":""USD"",""image"":null,""name"":""8.4 oz., 6pk"",""price"":22.98,""size"":""8.4 oz., 6pk"",""unit_price"":null}]","[""FREE delivery Monday, August 18 on orders shipped by Amazon over $35"",""Or Prime members get FREE delivery Friday, August 15. Order within 17 hrs 11 mins. Join Prime""]","[""The sugar free version of the original energy drink that gives you wiiings, Red Bull Sugar Free features taurine, an amino acid, plus four essential B-group vitamins B3, B6, B12 and B5, which contribute to normal energy-yielding metabolism"",""Each 8.4 fl oz can contains just 10 calories, 80mg of caffeine which helps to increase alertness, and no sugar"",""This lightly sparkling energy drink gives you wiiings for gaming, work, school, sports, pre-workout, music festivals, and on-the-go; Made to be vegetarian and free from wheat, dairy, gluten, and lactose"",""Try Red Bull Editions featuring the flavors of Strawberry Apricot, Peach-Nectarine, Juneberry, Dragon Fruit, and more; Sugar free options include Red Bull Sugar Free, Red Bull Zero, and now, the Amber Edition Sugar Free and the Red Edition Sugar Free"",""Best enjoyed ice cold, Red Bull makes an excellent base for non-alcoholic mocktails; Add in your favorite fruit juice or fruit garnishes for endless combinations""]",,"{""final_price"":7.49,""sns_price"":{""base_price"":7.12,""tiered_price"":6.74},""unit_price"":""$0.22 / fluid ounce""}","B0FJ19XZG5","B00JQQBUZS","Carbonated Water, Citric Acid, Taurine, Natural and Artificial Flavors, Sodium Bicarbonate (Baking Soda), Magnesium Carbonate, Colors, Caffeine, Sucralose, Xanthan Gum, Acesulfame K, Niacinamide, Pyridoxine Hcl (Vitamin B6), Calcium Pantothenate, Vitamin B12","https://www.amazon.com/",3000,true,"Grocery & Gourmet Food","Energy Drinks",114,"Amazon's  Choice",,true,"[""https://m.media-amazon.com/images/I/81XDPvptu3L._SL1500_.jpg"",""https://m.media-amazon.com/images/I/81wTRpfaLQL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/81urbV17AZL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/71sxY+8xUFL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/718rKYGI64L._SL1500_.jpg"",""https://m.media-amazon.com/images/I/81ASHKRyS1L._SL1500_.jpg"",""https://m.media-amazon.com/images/I/819A1QLp-qL._SL1500_.jpg"",""https://m.media-amazon.com/images/I/81l1kIVTdHL._SL1500_.jpg""]","[{""type"":""Product Dimensions"",""value"":""2 x 5.31 x 2 inches; 2.38 Pounds""},{""type"":""Item model number"",""value"":""RB2860""},{""type"":""UPC"",""value"":""611269109009""},{""type"":""Manufacturer"",""value"":""RED BULL""},{""type"":""ASIN"",""value"":""B00JQQBUZS""},{""type"":""Units"",""value"":""33.6 Fluid Ounces""},{""type"":""Best Sellers Rank"",""value"":null},{""type"":""Customer Reviews"",""value"":""4866""},{""type"":""Brand"",""value"":""Red Bull""},{""type"":""Item Form"",""value"":""Liquid""},{""type"":""Flavor"",""value"":""Sugar-Free""},{""type"":""Number of Items"",""value"":""4""},{""type"":""Package Information"",""value"":""Can""}]","{""deal_type"":null,""list_price"":null,""typical_price"":null}",,,"[{""type"":""image"",""url"":""https://m.media-amazon.com/images/S/aplus-media/vc/44a3bef0-7615-4e6f-b19e-e6e9b92ad4bf.__CR0,0,1940,1200_PT0_SX970_V1___.jpg""},{""type"":""image"",""url"":""https://m.media-amazon.com/images/S/aplus-media/vc/cd6b543d-2112-4b0e-93d1-b9c8c3748109.__CR0,0,1940,1200_PT0_SX970_V1___.jpg""},{""type"":""image"",""url"":""https://m.media-amazon.com/images/S/aplus-media/vc/7a3a9340-22df-4c45-b8e1-aeacafeb9ea1.__CR0,0,1940,1200_PT0_SX970_V1___.jpg""},{""type"":""image"",""url"":""https://m.media-amazon.com/images/S/aplus-media/vc/6e40c71c-0692-430a-852b-428f2c095fa5.__CR0,0,1940,1200_PT0_SX970_V1___.jpg""},{""type"":""image"",""url"":""https://m.media-amazon.com/images/S/aplus-media/vc/e105c7e2-8739-402b-9b08-093cf562478e.__CR0,0,1940,600_PT0_SX970_V1___.jpg""}]","https://www.amazon.com/sp?ie=UTF8&seller=ATVPDKIKX0DER&asin=B00JQQBUZS",,false,"[""https://www.amazon.com/vdp/06d9756d896d44449414a2bbad6175e1"",""https://www.amazon.com/vdp/0cbe43decb4b481eb4dbc8d53082a849"",""https://www.amazon.com/vdp/c91b78d604154133b1e1ef2c95cbb977"",""https://www.amazon.com/vdp/0827f94ff85b4a4fb7f5d0bbcf3f0573"",""https://www.amazon.com/vdp/087e3627ad284b40941d8b5efa1c95c5"",""https://www.amazon.com/vdp/032419e78e3945fea17f802a5bd844ad"",""https://www.amazon.com/vdp/0fa8c6a511db4e40a1225a41f6df65a9""]",,"[""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/595b531f-4bc5-4c8d-a48b-0e0771165337/default.jobtemplate.hls.m3u8"",""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/ae656cd2-fcf1-46fd-95a3-3f9cc0c70863/default.jobtemplate.hls.m3u8"",""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/2d2c0c2c-9060-5127-a026-793686a89b6d/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4"",""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/a80931a9-de64-4873-9391-8a1bdbc7a6c6/default.vertical.jobtemplate.hls.m3u8"",""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/d1a3e78e-ed81-41d2-98f8-d00c51f28efc/default.vertical.jobtemplate.hls.m3u8"",""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/4c985f6e-630d-4965-b189-b64f34c9c9bd/default.vertical.jobtemplate.hls.m3u8"",""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/badfc951-91d4-40ed-9405-3933ec9b6a54/default.jobtemplate.hls.m3u8""]",,,"******",true,"https://www.amazon.com/stores/RedBull/page/981A280B-9A52-4F10-9078-409328413402?is_byline_deeplink=true&deeplink=445953DC-73A0-4F14-970F-A3C8768D6994&redirect_store_id=981A280B-9A52-4F10-9078-409328413402&lp_asin=B00JQQBUZS&ref_=ast_bln","Amazon.com","{""keywords"":{""mixed"":[""Wings""],""negative"":null,""positive"":[""Taste"",""Value for money"",""Quality"",""Energy level"",""Sugar content"",""Refreshment value"",""Size""]},""text"":""Customers find the energy drink has a great taste and excellent price, with high quality and good energy levels that provide a mild perk. The drink is sugar-free and customers appreciate its refreshing effect, helping them concentrate at work. They like its size, with one customer noting it's not too little. While some customers say it gives them wings, others disagree.""}",10,"[{""values"":[""8.4 Fl Oz, 4pk"",""8.4 oz., 6pk"",""12 Fl Oz, 4pk""],""variant name"":""Size""}]","Non-returnable due to Food safety reasons","{""price"":7.12}",,
"Kids Lunch Box, 3 Compartments, Snack Bento for School Meals, Food Container with Spoon & Fork, Sauce Container, Collapsible Cup, & Stickers, BPA-Free, Microwave & Dishwasher Safe Wrap","HALLWAY S*****S","BlackPaw","Pack a Full Homemade Meal Getting enough nutrients during the day is very important for your kid. Children eat a lot, and you only have a small lunch box worth of space to pack as much healthy homemade food as possible. Hallway Stories' bento snack boxes for kids ensure your little one has everything they need with 3 spacious compartments, utensils, a sauce container, and a collapsible cup. All items come in a colorful case equipped with a convenient handle that fits comfortably in a small hand. Wash & Heat Up Safely Avoid wasting time and effort by washing kids' items separately and dirtying more dishes by taking the food from the lunch box and putting it in microwavable tableware. Our lunch containers with compartments are safe to put in the dishwasher and microwave. Designed for Your Little One Does your kid have a favorite lunch box? They might decide they have one now that they can decorate it and make it their own! Our lunch box with compartments features bright stickers to encourage your little one's creative juices to flow. Let them create unique, colorful designs to brighten their mood during a long day at school. That's the magic of stickers; they're as much fun to put on as peel off. We Are Here for You The Hallway Stories team is here for you. We appreciate your trust and are ready to respond to any questions you might have about our products. If there are any issues with your new lunch box, please let us know so we can respond promptly. valentines day gifts for kids valentines day cards for kids school",19.99,9.99,"USD","In Stock",2824,"[""Home & Kitchen"",""Home Décor Products"",""Kids' Room Décor"",""Backpacks & Lunch Boxes"",""Lunch Boxes""]","B0CWP2GTXV","HALLWAY STORIES",1,106923,0,"https://www.amazon.com/",1,"https://www.amazon.com/BlackPaw-Compartments-Container-Collapsible-Dishwasher/dp/B0CWP2GTXV?th=1&psc=1&currency=USD&language=en_GB",0,"https://m.media-amazon.com/images/I/613lWwpI26L.__AC_SX300_SY300_QL70_FMwebp_.jpg","1.74 pounds",4.8,"8.66""L x 6.1""W x 2.48""H","A24TOVDS1L5EMF","June 26, 2023","-50%","LBK-01","BlackPaw","Home & Kitchen",false,,false,"I was a little nervous to order this after reading some of the reviews, but I love this pink baseplate! It is large enough for a lot of imaginative building, sturdy, works perfectly with Duplo Blocks, available in a nice color selection, and it is cheaper than the name brand one. The Duplos attached easily and are secure once attached. Excited for my little one to open this on a Christmas, and let the building begin!","[{""asin"":""B0CWP2GTXV"",""name"":""colorful""}]","[""FREE delivery Saturday, April 20 on orders shipped by Amazon over $35"",""Or fastest delivery Wednesday, April 17. Order within 7 hrs 20 mins""]","[""Pack a Full Meal Enjoying a nutritious homemade meal at school is now possible! Our bento lunch box containers fit right into your child's limited backpack space without adding too much weight."",""Utensils & Collapsible Cup Included Your child has everything they need to enjoy their food comfortably. Our bento box for kids comes with a spoon, fork, dressing container, and collapsible cup."",""Dishwasher & Microwave Safe No need to waste time washing your kids' lunch boxes separately. You can put our lunch containers in a microwave and wash them safely in a dishwasher."",""Make It Your Own Your little one would appreciate a personalized touch. Hallway Stories' lunch box for kids comes with bright, colorful stickers so your child can decorate their favorite meal box."",""Fits in Small Hands Carrying bento lunch containers might be challenging if you have smaller hands. Our lunch container has an easy-to-grab handle and secure latches to keep delicious meals safe.""]",,"{""discount"":""-50%"",""final_price"":9.99,""initial_price"":19.99,""sns_price"":{}}","B0CZTQ6KQ9","B0CWP2GTXV",,"https://www.amazon.com/Best-Sellers-Home-Kitchen/zgbs/home-garden/ref=zg_bs_nav_home-garden_0",100,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portable Air Conditioner, 2 Ice Fog Refrigeration Evaporative Air Cooler, Personal Cordless Mini Air Cooler with 3 Wind Speeds & 8 Circulating Lights Desktop Cooling Fan for Home Room Camping Office","******","aceyoon","About this item 𝐄𝐍𝐄𝐑𝐘 𝐒𝐀𝐕𝐈𝐍𝐆 & 𝐄𝐂𝐎-𝐅𝐑𝐈𝐄𝐍𝐃𝐋𝐘- This evaporative air cooler is Freon-free & do not contain ozone refrigerant and eco-friendly, Low Energy Consumption same as the power consumption of a light bulb, Uses much cheaper than running a freon air conditioner in Hot Summer Days. Its power supply is powered by a USB port or 2 18650 super MA lithium batteries. One refill of water can last about 8 hours; You can use this personal air cooler all night without concern about your bills. 𝟑 𝐖𝐈𝐍𝐃 𝐒𝐏𝐄𝐄𝐃𝐒 & 𝟐 𝐈𝐂𝐄 𝐅𝐎𝐆 𝐑𝐄𝐅𝐑𝐈𝐆𝐄𝐑𝐀𝐓𝐈𝐎𝐍- Our mini air conditioner designed with 3 modes of speed, it can be adjusted (low / medium / high) freely according to your requirements. Fulfill the icebox with some ice or ice water, turn on this portable air cooler Refrigeration function, and it will disperse the coolness within seconds, spray can be freely on/off, add ice cooling effect straight down, so that you can choose the ideal wind direction and modes to meet your needs. 𝐏𝐎𝐑𝐓𝐀𝐁𝐋𝐄 & 𝐄𝐀𝐒𝐘 𝐓𝐎 𝐔𝐒𝐄- With a portable and compact design, this USB air cooler can be easily moved from room to room, You can place the evaporative cooler in your kitchen, dorm, office or anywhere like, Moreover, it operates at low noise (less than 35dB), and will not disturb your life, working and sleep, you could also take the mini air conditioner outside, This portable air conditioner will deliver cooling, purified airflow – Wherever you need it. 𝐋𝐀𝐑𝐆𝐄 𝐂𝐀𝐏𝐀𝐂𝐈𝐓𝐘 𝐖𝐀𝐓𝐄𝐑𝐓𝐀𝐍𝐊- This Small air cooler With a large 500 Milliliters water tank, Add ice cubes and water to the water tank, Cold air can be sprayed continuously for 6-8 hours to keep your body cool at night for a good sleep. Also, the Water Shortage Protection Function will change it to natural wind while the water ran out, so no worries when you fall asleep. Outperformed most of the regular fan on the market when cooling down, just sit back and enjoy yourself with this cool breeze. 𝟖 𝐃𝐈𝐅𝐅𝐄𝐑𝐄𝐍𝐓 𝐋𝐈𝐆𝐇𝐓𝐒- Small air conditioner with 8 kinds of changing lights, you can always cycle, or you can choose your favorite color individually. For you and your child, a light to help you sleep at night will make your sleep more restful. › See more product details",49.99,49.99,"USD","In Stock",2319,"[""Home & Kitchen"",""Heating, Cooling & Air Quality"",""Evaporative Coolers"",""Mini""]","B0CYWHY7S1","XTWDQ",1,28600,0,"https://www.amazon.com/",1,"https://www.amazon.com/dp/B0CYWHY7S1?th=1&psc=1&currency=USD&language=en_GB",0,"https://m.media-amazon.com/images/I/81ghpccjO3L.__AC_SX300_SY300_QL70_FMwebp_.jpg","1.2 Pounds",4.8,"6.7""D x 8.46""W x 7.5""H","A2GQ63L912Q80P","March 23, 2024",,"Portable Air Conditioner","aceyoon","Home & Kitchen",true,,false,"I appreciate the low energy consumption of this air cooler. It's cost-effective to run and doesn't add much to my electricity bill.","[{""asin"":""B0CYWHY7S1"",""name"":""Portable Air Conditioner""}]","[""FREE delivery Saturday, June 1"",""Or fastest delivery Wednesday, May 29. Order within 8 hrs 51 mins""]","[""𝐄𝐍𝐄𝐑𝐘 𝐒𝐀𝐕𝐈𝐍𝐆 & 𝐄𝐂𝐎-𝐅𝐑𝐈𝐄𝐍𝐃𝐋𝐘- This evaporative air cooler is Freon-free & do not contain ozone refrigerant and eco-friendly, Low Energy Consumption same as the power consumption of a light bulb, Uses much cheaper than running a freon air conditioner in Hot Summer Days. Its power supply is powered by a USB port or 2 18650 super MA lithium batteries. One refill of water can last about 8 hours; You can use this personal air cooler all night without concern about your bills."",""𝟑 𝐖𝐈𝐍𝐃 𝐒𝐏𝐄𝐄𝐃𝐒 & 𝟐 𝐈𝐂𝐄 𝐅𝐎𝐆 𝐑𝐄𝐅𝐑𝐈𝐆𝐄𝐑𝐀𝐓𝐈𝐎𝐍- Our mini air conditioner designed with 3 modes of speed, it can be adjusted (low / medium / high) freely according to your requirements. Fulfill the icebox with some ice or ice water, turn on this portable air cooler Refrigeration function, and it will disperse the coolness within seconds, spray can be freely on/off, add ice cooling effect straight down, so that you can choose the ideal wind direction and modes to meet your needs."",""𝐏𝐎𝐑𝐓𝐀𝐁𝐋𝐄 & 𝐄𝐀𝐒𝐘 𝐓𝐎 𝐔𝐒𝐄- With a portable and compact design, this USB air cooler can be easily moved from room to room, You can place the evaporative cooler in your kitchen, dorm, office or anywhere like, Moreover, it operates at low noise (less than 35dB), and will not disturb your life, working and sleep, you could also take the mini air conditioner outside, This portable air conditioner will deliver cooling, purified airflow – Wherever you need it."",""𝐋𝐀𝐑𝐆𝐄 𝐂𝐀𝐏𝐀𝐂𝐈𝐓𝐘 𝐖𝐀𝐓𝐄𝐑𝐓𝐀𝐍𝐊- This Small air cooler With a large 500 Milliliters water tank, Add ice cubes and water to the water tank, Cold air can be sprayed continuously for 6-8 hours to keep your body cool at night for a good sleep. Also, the Water Shortage Protection Function will change it to natural wind while the water ran out, so no worries when you fall asleep. Outperformed most of the regular fan on the market when cooling down, just sit back and enjoy yourself with this cool breeze."",""𝟖 𝐃𝐈𝐅𝐅𝐄𝐑𝐄𝐍𝐓 𝐋𝐈𝐆𝐇𝐓𝐒- Small air conditioner with 8 kinds of changing lights, you can always cycle, or you can choose your favorite color individually. For you and your child, a light to help you sleep at night will make your sleep more restful.""]",,"{""final_price"":49.99,""sns_price"":{}}","B0D5BQZN97","B0CYWHY7S1",,"https://www.amazon.com/Best-Sellers-Home-Kitchen/zgbs/home-garden/ref=zg_bs_nav_home-garden_0",100,true,"Home & Kitchen","Mini Evaporative Coolers",3,"Amazon's  Choice","[{""subcategory_name"":""Home & Kitchen"",""subcategory_rank"":28600100},{""subcategory_name"":""Mini Evaporative Coolers"",""subcategory_rank"":3},{""subcategory_name"":""Room Air Conditioners"",""subcategory_rank"":124}]",true,,,,,,,,,,,,,,,,,,,,,,,,,
